original_country,original_city,original_date,description,country_modified_for_geo,city_modified_for_geo,date,sec_id,sec_name,id,glat,glon,gcity,gcountry,isGeocoded,split_added,original_line,start_time,end_time,start_time_form,end_time_form,elapsed_days
Italy,"Genoa, Nervi","April 3���29, 1905",Vacation trip for health reasons. Left U.S. March 17.,Italy,Nervi,,sec-1,John Milton Hay,10,44.3837051,9.0391431,Genoa,Italy,1,1,,-2.04214E+12,-2.04101E+12,Sun Apr 16 1905 00:00:00 GMT-0400 (EDT),Sat Apr 29 1905 00:00:00 GMT-0400 (EDT),13
Germany,Nauheim,"April 30���May 21, 1905",Vacation trip for health reasons.,Germany,Nauheim,,sec-1,John Milton Hay,11,49.9486365,8.4538446,Nauheim,Germany,1,,,-2.04093E+12,-2.03911E+12,Sun Apr 30 1905 00:00:00 GMT-0400 (EDT),Sun May 21 1905 00:00:00 GMT-0400 (EDT),21
France,Paris,"May 22���June 1, 1905",Vacation trip for health reasons.,France,Paris,,sec-1,John Milton Hay,12,48.856614,2.3522219,Paris,France,1,,,-2.03903E+12,-2.03816E+12,Mon May 22 1905 00:00:00 GMT-0400 (EDT),Thu Jun 01 1905 00:00:00 GMT-0400 (EDT),10
United Kingdom,"London, Liverpool","June 2���7, 1905",Vacation trip for health reasons. Returned to U.S. June 15; died July 1.,United Kingdom,"London, Liverpool",,sec-1,John Milton Hay,13,51.5485115,-0.1096845,,United Kingdom,1,,1,-2.03808E+12,-2.03764E+12,Fri Jun 02 1905 00:00:00 GMT-0400 (EDT),Wed Jun 07 1905 00:00:00 GMT-0400 (EDT),5
United Kingdom,"London, Liverpool","June 2���7, 1905",Vacation trip for health reasons. Returned to U.S. June 15; died July 1.,United Kingdom,London,,sec-1,John Milton Hay,14,51.5073509,-0.1277583,London,United Kingdom,1,1,,-2.03808E+12,-2.0379E+12,Fri Jun 02 1905 00:00:00 GMT-0400 (EDT),Sun Jun 04 1905 00:00:00 GMT-0400 (EDT),2
United Kingdom,"London, Liverpool","June 2���7, 1905",Vacation trip for health reasons. Returned to U.S. June 15; died July 1.,United Kingdom,Liverpool,,sec-1,John Milton Hay,15,53.4083714,-2.9915726,Liverpool,United Kingdom,1,1,,-2.0379E+12,-2.03764E+12,Sun Jun 04 1905 00:00:00 GMT-0400 (EDT),Wed Jun 07 1905 00:00:00 GMT-0400 (EDT),3
United Kingdom,"Newfoundland, Labrador","August 1���31, 1905",Gathered information on the fisheries question during a vacation trip.,United Kingdom,"Newfoundland, Labrador",,sec-2,Elihu Root,16,51.4492817,-0.1458589,,United Kingdom,1,,1,-2.03289E+12,-2.0303E+12,Tue Aug 01 1905 00:00:00 GMT-0400 (EDT),Thu Aug 31 1905 00:00:00 GMT-0400 (EDT),30
United Kingdom,"Newfoundland, Labrador","August 1���31, 1905",Gathered information on the fisheries question during a vacation trip.,United Kingdom,Newfoundland,,sec-2,Elihu Root,17,50.7123326,-1.9872277,,United Kingdom,1,1,,-2.03289E+12,-2.0316E+12,Tue Aug 01 1905 00:00:00 GMT-0400 (EDT),Wed Aug 16 1905 00:00:00 GMT-0400 (EDT),15
United Kingdom,"Newfoundland, Labrador","August 1���31, 1905",Gathered information on the fisheries question during a vacation trip.,United Kingdom,Labrador,,sec-2,Elihu Root,18,53.5967981,-0.4367005,,United Kingdom,1,1,,-2.0316E+12,-2.0303E+12,Wed Aug 16 1905 00:00:00 GMT-0400 (EDT),Thu Aug 31 1905 00:00:00 GMT-0400 (EDT),15
Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos","July 17���August 7, 1906",Attended Third International Conference of American States. Left U.S. July 4.,Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos",,sec-2,Elihu Root,19,,,,,,,1,-2.00265E+12,-2.00084E+12,Tue Jul 17 1906 00:00:00 GMT-0400 (EDT),Tue Aug 07 1906 00:00:00 GMT-0400 (EDT),21
Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos","July 17���August 7, 1906",Attended Third International Conference of American States. Left U.S. July 4.,Brazil,Para,,sec-2,Elihu Root,20,-1.9981271,-54.9306152,,Brazil,1,1,,-2.00265E+12,-2.00239E+12,Tue Jul 17 1906 00:00:00 GMT-0400 (EDT),Fri Jul 20 1906 00:00:00 GMT-0400 (EDT),3
Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos","July 17���August 7, 1906",Attended Third International Conference of American States. Left U.S. July 4.,Brazil,Pernambuco,,sec-2,Elihu Root,21,-8.8137173,-36.954107,,Brazil,1,1,,-2.00239E+12,-2.00205E+12,Fri Jul 20 1906 00:00:00 GMT-0400 (EDT),Tue Jul 24 1906 00:00:00 GMT-0400 (EDT),4
Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos","July 17���August 7, 1906",Attended Third International Conference of American States. Left U.S. July 4.,Brazil,Bahia,,sec-2,Elihu Root,22,-12.579738,-41.7007272,,Brazil,1,1,,-2.00205E+12,-2.00179E+12,Tue Jul 24 1906 00:00:00 GMT-0400 (EDT),Fri Jul 27 1906 00:00:00 GMT-0400 (EDT),3
Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos","July 17���August 7, 1906",Attended Third International Conference of American States. Left U.S. July 4.,Brazil,Rio de Janeiro,,sec-2,Elihu Root,23,-22.9068467,-43.1728965,Rio de Janeiro,Brazil,1,1,,-2.00179E+12,-2.00144E+12,Fri Jul 27 1906 00:00:00 GMT-0400 (EDT),Tue Jul 31 1906 00:00:00 GMT-0400 (EDT),4
Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos","July 17���August 7, 1906",Attended Third International Conference of American States. Left U.S. July 4.,Brazil,Sao Paulo,,sec-2,Elihu Root,24,-23.5505199,-46.6333094,Ṣo Paulo,Brazil,1,1,,-2.00144E+12,-2.00118E+12,Tue Jul 31 1906 00:00:00 GMT-0400 (EDT),Fri Aug 03 1906 00:00:00 GMT-0400 (EDT),3
Brazil,"Para, Pernambuco, Bahia, Rio de Janeiro, Sao Paulo, Santos","July 17���August 7, 1906",Attended Third International Conference of American States. Left U.S. July 4.,Brazil,Santos,,sec-2,Elihu Root,25,-23.9678823,-46.3288865,Santos,Brazil,1,1,,-2.00118E+12,-2.00084E+12,Fri Aug 03 1906 00:00:00 GMT-0400 (EDT),Tue Aug 07 1906 00:00:00 GMT-0400 (EDT),4
Uruguay,Montevideo,"August 10���13, 1906",Met with President Batlle y Ordonez and Foreign Minister Romeu; delivered several public addresses.,Uruguay,Montevideo,,sec-2,Elihu Root,26,-34.9011127,-56.1645314,Montevideo,Uruguay,1,,,-2.00058E+12,-2.00032E+12,Fri Aug 10 1906 00:00:00 GMT-0400 (EDT),Mon Aug 13 1906 00:00:00 GMT-0400 (EDT),3
Argentina,"Buenos Aires, Bahia Blanca","August 14���21, 1906",Met with President Figueroa and Foreign Minister Montes; delivered several public addresses.,Argentina,"Buenos Aires, Bahia Blanca",,sec-2,Elihu Root,27,,,,,,,1,-2.00023E+12,-1.99963E+12,Tue Aug 14 1906 00:00:00 GMT-0400 (EDT),Tue Aug 21 1906 00:00:00 GMT-0400 (EDT),7
Argentina,"Buenos Aires, Bahia Blanca","August 14���21, 1906",Met with President Figueroa and Foreign Minister Montes; delivered several public addresses.,Argentina,Buenos Aires,,sec-2,Elihu Root,28,-34.6036844,-58.3815591,Buenos Aires,Argentina,1,1,,-2.00023E+12,-1.99997E+12,Tue Aug 14 1906 00:00:00 GMT-0400 (EDT),Fri Aug 17 1906 00:00:00 GMT-0400 (EDT),3
Argentina,"Buenos Aires, Bahia Blanca","August 14���21, 1906",Met with President Figueroa and Foreign Minister Montes; delivered several public addresses.,Argentina,Bahia Blanca,,sec-2,Elihu Root,29,-38.7183177,-62.2663478,Bah�_a Blanca,Argentina,1,1,,-1.99997E+12,-1.99963E+12,Fri Aug 17 1906 00:00:00 GMT-0400 (EDT),Tue Aug 21 1906 00:00:00 GMT-0400 (EDT),4
Chile,"Lota, Santiago, Valparaiso","August 31���September 4, 1906",Met with President Riesco and Foreign Minister Huneeus; delivered several public addresses.,Chile,"Lota, Santiago, Valparaiso",,sec-2,Elihu Root,30,,,,,,,1,-1.99876E+12,-1.99842E+12,Fri Aug 31 1906 00:00:00 GMT-0400 (EDT),Tue Sep 04 1906 00:00:00 GMT-0400 (EDT),4
Chile,"Lota, Santiago, Valparaiso","August 31���September 4, 1906",Met with President Riesco and Foreign Minister Huneeus; delivered several public addresses.,Chile,Lota,,sec-2,Elihu Root,31,-37.0920575,-73.1545822,Lota,Chile,1,1,,-1.99876E+12,-1.99868E+12,Fri Aug 31 1906 00:00:00 GMT-0400 (EDT),Sat Sep 01 1906 00:00:00 GMT-0400 (EDT),1
Chile,"Lota, Santiago, Valparaiso","August 31���September 4, 1906",Met with President Riesco and Foreign Minister Huneeus; delivered several public addresses.,Chile,Santiago,,sec-2,Elihu Root,32,-33.4488897,-70.6692655,,Chile,1,1,,-1.99868E+12,-1.99859E+12,Sat Sep 01 1906 00:00:00 GMT-0400 (EDT),Sun Sep 02 1906 00:00:00 GMT-0400 (EDT),1
Chile,"Lota, Santiago, Valparaiso","August 31���September 4, 1906",Met with President Riesco and Foreign Minister Huneeus; delivered several public addresses.,Chile,Valparaiso,,sec-2,Elihu Root,33,-33.047238,-71.6126885,Valpara�_so,Chile,1,1,,-1.99859E+12,-1.99842E+12,Sun Sep 02 1906 00:00:00 GMT-0400 (EDT),Tue Sep 04 1906 00:00:00 GMT-0400 (EDT),2
Peru,"Callao, Lima","September 10���16, 1906",Met with President Pardo and Foreign Minister Prado; delivered several public addresses.,Peru,"Callao, Lima",,sec-2,Elihu Root,34,,,,,,,1,-1.9979E+12,-1.99738E+12,Mon Sep 10 1906 00:00:00 GMT-0400 (EDT),Sun Sep 16 1906 00:00:00 GMT-0400 (EDT),6
Peru,"Callao, Lima","September 10���16, 1906",Met with President Pardo and Foreign Minister Prado; delivered several public addresses.,Peru,Callao,,sec-2,Elihu Root,35,-12.0508491,-77.1259843,Callao,Peru,1,1,,-1.9979E+12,-1.99764E+12,Mon Sep 10 1906 00:00:00 GMT-0400 (EDT),Thu Sep 13 1906 00:00:00 GMT-0400 (EDT),3
Peru,"Callao, Lima","September 10���16, 1906",Met with President Pardo and Foreign Minister Prado; delivered several public addresses.,Peru,Lima,,sec-2,Elihu Root,36,-12.046374,-77.0427934,Lima District,Peru,1,1,,-1.99764E+12,-1.99738E+12,Thu Sep 13 1906 00:00:00 GMT-0400 (EDT),Sun Sep 16 1906 00:00:00 GMT-0400 (EDT),3
Panama,Panama City,"September 20���21, 1906",Met with President Amador and addressed the National Assembly.,Panama,Panama City,,sec-2,Elihu Root,37,9.1011785,-79.4028639,Panama City,Panama,1,,,-1.99704E+12,-1.99695E+12,Thu Sep 20 1906 00:00:00 GMT-0400 (EDT),Fri Sep 21 1906 00:00:00 GMT-0400 (EDT),1
Colombia,Cartagena,24-Sep-06,Met with Foreign Minister Vasquez-Cobo.,Colombia,Cartagena,,sec-2,Elihu Root,38,10.3910485,-75.4794257,Cartagena,Colombia,1,,,-1.99669E+12,-1.9966E+12,Mon Sep 24 1906 00:00:00 GMT-0400 (EDT),Tue Sep 25 1906 00:00:00 GMT-0400 (EDT),1
Canada,"Montreal, Ottawa","January 18���22, 1907",Official visit at the invitation of the Governor-General.,Canada,"Montreal, Ottawa",,sec-2,Elihu Root,39,,,,,,,1,-1.98666E+12,-1.98632E+12,Fri Jan 18 1907 00:00:00 GMT-0500 (EST),Tue Jan 22 1907 00:00:00 GMT-0500 (EST),4
Canada,"Montreal, Ottawa","January 18���22, 1907",Official visit at the invitation of the Governor-General.,Canada,Montreal,,sec-2,Elihu Root,40,45.5016889,-73.567256,Montreal,Canada,1,1,,-1.98666E+12,-1.98649E+12,Fri Jan 18 1907 00:00:00 GMT-0500 (EST),Sun Jan 20 1907 00:00:00 GMT-0500 (EST),2
Canada,"Montreal, Ottawa","January 18���22, 1907",Official visit at the invitation of the Governor-General.,Canada,Ottawa,,sec-2,Elihu Root,41,45.4215296,-75.6971931,Ottawa,Canada,1,1,,-1.98649E+12,-1.98632E+12,Sun Jan 20 1907 00:00:00 GMT-0500 (EST),Tue Jan 22 1907 00:00:00 GMT-0500 (EST),2
Mexico,"Mexico, D.F., Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi","September 29���October 16, 1907","Met with President Diaz, Foreign Minister Mariscal, and Governors of several Mexican States. Delivered several public addresses Left Washington September 26.",Mexico,"Mexico City, Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi",,sec-2,Elihu Root,42,,,,,,,1,-1.96472E+12,-1.96325E+12,Sun Sep 29 1907 00:00:00 GMT-0400 (EDT),Wed Oct 16 1907 00:00:00 GMT-0400 (EDT),17
Mexico,"Mexico, D.F., Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi","September 29���October 16, 1907","Met with President Diaz, Foreign Minister Mariscal, and Governors of several Mexican States. Delivered several public addresses Left Washington September 26.",Mexico,Mexico City,,sec-2,Elihu Root,43,19.2464696,-99.1013498,,Mexico,1,1,,-1.96472E+12,-1.96455E+12,Sun Sep 29 1907 00:00:00 GMT-0400 (EDT),Tue Oct 01 1907 00:00:00 GMT-0400 (EDT),2
Mexico,"Mexico, D.F., Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi","September 29���October 16, 1907","Met with President Diaz, Foreign Minister Mariscal, and Governors of several Mexican States. Delivered several public addresses Left Washington September 26.",Mexico,Cuernavaca,,sec-2,Elihu Root,44,18.9242095,-99.2215659,Cuernavaca,Mexico,1,1,,-1.96455E+12,-1.96429E+12,Tue Oct 01 1907 00:00:00 GMT-0400 (EDT),Fri Oct 04 1907 00:00:00 GMT-0400 (EDT),3
Mexico,"Mexico, D.F., Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi","September 29���October 16, 1907","Met with President Diaz, Foreign Minister Mariscal, and Governors of several Mexican States. Delivered several public addresses Left Washington September 26.",Mexico,Puebla,,sec-2,Elihu Root,45,19.0413068,-98.2061934,,Mexico,1,1,,-1.96429E+12,-1.96403E+12,Fri Oct 04 1907 00:00:00 GMT-0400 (EDT),Mon Oct 07 1907 00:00:00 GMT-0400 (EDT),3
Mexico,"Mexico, D.F., Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi","September 29���October 16, 1907","Met with President Diaz, Foreign Minister Mariscal, and Governors of several Mexican States. Delivered several public addresses Left Washington September 26.",Mexico,Orizaba,,sec-2,Elihu Root,46,18.8504744,-97.1036396,Orizaba,Mexico,1,1,,-1.96403E+12,-1.96377E+12,Mon Oct 07 1907 00:00:00 GMT-0400 (EDT),Thu Oct 10 1907 00:00:00 GMT-0400 (EDT),3
Mexico,"Mexico, D.F., Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi","September 29���October 16, 1907","Met with President Diaz, Foreign Minister Mariscal, and Governors of several Mexican States. Delivered several public addresses Left Washington September 26.",Mexico,Guadalajara,,sec-2,Elihu Root,47,20.6596988,-103.3496092,Guadalajara,Mexico,1,1,,-1.96377E+12,-1.96351E+12,Thu Oct 10 1907 00:00:00 GMT-0400 (EDT),Sun Oct 13 1907 00:00:00 GMT-0400 (EDT),3
Mexico,"Mexico, D.F., Cuernavaca, Puebla, Orizaba, Guadalajara, Potosi","September 29���October 16, 1907","Met with President Diaz, Foreign Minister Mariscal, and Governors of several Mexican States. Delivered several public addresses Left Washington September 26.",Mexico,Potosi,,sec-2,Elihu Root,48,22.1564699,-100.9855409,San Luis Potosi,Mexico,1,1,,-1.96351E+12,-1.96325E+12,Sun Oct 13 1907 00:00:00 GMT-0400 (EDT),Wed Oct 16 1907 00:00:00 GMT-0400 (EDT),3
Panama,"Colon, Panama City","February 27���29, 1912",Met with President Chiari and Foreign Minister Arjona. Left U.S. February 23.,Panama,"Colon, Panama City",,sec-3,Philander Chase Knox,49,,,,,,,1,-1.82544E+12,-1.82527E+12,Tue Feb 27 1912 00:00:00 GMT-0500 (EST),Thu Feb 29 1912 00:00:00 GMT-0500 (EST),2
Panama,"Colon, Panama City","February 27���29, 1912",Met with President Chiari and Foreign Minister Arjona. Left U.S. February 23.,Panama,Colon,,sec-3,Philander Chase Knox,50,9.3352868,-79.9416549,Colon,Panama,1,1,,-1.82544E+12,-1.82535E+12,Tue Feb 27 1912 00:00:00 GMT-0500 (EST),Wed Feb 28 1912 00:00:00 GMT-0500 (EST),1
Panama,"Colon, Panama City","February 27���29, 1912",Met with President Chiari and Foreign Minister Arjona. Left U.S. February 23.,Panama,Panama City,,sec-3,Philander Chase Knox,51,9.1011785,-79.4028639,Panama City,Panama,1,1,,-1.82535E+12,-1.82527E+12,Wed Feb 28 1912 00:00:00 GMT-0500 (EST),Thu Feb 29 1912 00:00:00 GMT-0500 (EST),1
Costa Rica,"Limon, San Jose, Puntarenas","March 1���4, 1912",Met with President Jimenez and Foreign Minister Castro Quesada.,Costa Rica,"Limon, San Jose, Puntarenas",,sec-3,Philander Chase Knox,52,,,,,,,1,-1.82518E+12,-1.82492E+12,Fri Mar 01 1912 00:00:00 GMT-0500 (EST),Mon Mar 04 1912 00:00:00 GMT-0500 (EST),3
Costa Rica,"Limon, San Jose, Puntarenas","March 1���4, 1912",Met with President Jimenez and Foreign Minister Castro Quesada.,Costa Rica,Limon,,sec-3,Philander Chase Knox,53,9.9913106,-83.0415078,Limon,Costa Rica,1,1,,-1.82518E+12,-1.8251E+12,Fri Mar 01 1912 00:00:00 GMT-0500 (EST),Sat Mar 02 1912 00:00:00 GMT-0500 (EST),1
Costa Rica,"Limon, San Jose, Puntarenas","March 1���4, 1912",Met with President Jimenez and Foreign Minister Castro Quesada.,Costa Rica,San Jose,,sec-3,Philander Chase Knox,54,9.9280694,-84.0907246,San Jos̩,Costa Rica,1,1,,-1.8251E+12,-1.82501E+12,Sat Mar 02 1912 00:00:00 GMT-0500 (EST),Sun Mar 03 1912 00:00:00 GMT-0500 (EST),1
Costa Rica,"Limon, San Jose, Puntarenas","March 1���4, 1912",Met with President Jimenez and Foreign Minister Castro Quesada.,Costa Rica,Puntarenas,,sec-3,Philander Chase Knox,55,9.9778439,-84.8294211,Punta Arenas,Costa Rica,1,1,,-1.82501E+12,-1.82492E+12,Sun Mar 03 1912 00:00:00 GMT-0500 (EST),Mon Mar 04 1912 00:00:00 GMT-0500 (EST),1
Nicaragua,"Corinto, Managua","March 5���7, 1912",Met with President Diaz and Foreign Minister Chamorro; addressed the National Assembly.,Nicaragua,"Corinto, Managua",,sec-3,Philander Chase Knox,56,,,,,,,1,-1.82484E+12,-1.82466E+12,Tue Mar 05 1912 00:00:00 GMT-0500 (EST),Thu Mar 07 1912 00:00:00 GMT-0500 (EST),2
Nicaragua,"Corinto, Managua","March 5���7, 1912",Met with President Diaz and Foreign Minister Chamorro; addressed the National Assembly.,Nicaragua,Corinto,,sec-3,Philander Chase Knox,57,12.4907414,-87.1784334,Corinto,Nicaragua,1,1,,-1.82484E+12,-1.82475E+12,Tue Mar 05 1912 00:00:00 GMT-0500 (EST),Wed Mar 06 1912 00:00:00 GMT-0500 (EST),1
Nicaragua,"Corinto, Managua","March 5���7, 1912",Met with President Diaz and Foreign Minister Chamorro; addressed the National Assembly.,Nicaragua,Managua,,sec-3,Philander Chase Knox,58,12.1149926,-86.2361744,Managua,Nicaragua,1,1,,-1.82475E+12,-1.82466E+12,Wed Mar 06 1912 00:00:00 GMT-0500 (EST),Thu Mar 07 1912 00:00:00 GMT-0500 (EST),1
Honduras,Amapala,"March 8���9, 1912",Met with Foreign Minister Vasquez.,Honduras,Amapala,,sec-3,Philander Chase Knox,59,13.2916538,-87.6519473,Amapala,Honduras,1,,,-1.82458E+12,-1.82449E+12,Fri Mar 08 1912 00:00:00 GMT-0500 (EST),Sat Mar 09 1912 00:00:00 GMT-0500 (EST),1
El Salvador,"Acajutla, San Salvador","March 10���13, 1912",Met with President Araujo and Foreign Minister Castro Ramirez.,El Salvador,"Acajutla, San Salvador",,sec-3,Philander Chase Knox,60,,,,,,,1,-1.8244E+12,-1.82415E+12,Sun Mar 10 1912 00:00:00 GMT-0500 (EST),Wed Mar 13 1912 00:00:00 GMT-0400 (EDT),3
El Salvador,"Acajutla, San Salvador","March 10���13, 1912",Met with President Araujo and Foreign Minister Castro Ramirez.,El Salvador,Acajutla,,sec-3,Philander Chase Knox,61,13.5957,-89.8270894,Acajutla,El Salvador,1,1,,-1.8244E+12,-1.82432E+12,Sun Mar 10 1912 00:00:00 GMT-0500 (EST),Mon Mar 11 1912 00:00:00 GMT-0400 (EDT),1
El Salvador,"Acajutla, San Salvador","March 10���13, 1912",Met with President Araujo and Foreign Minister Castro Ramirez.,El Salvador,San Salvador,,sec-3,Philander Chase Knox,62,13.6929403,-89.2181911,San Salvador,El Salvador,1,1,,-1.82432E+12,-1.82415E+12,Mon Mar 11 1912 00:00:00 GMT-0400 (EDT),Wed Mar 13 1912 00:00:00 GMT-0400 (EDT),2
Guatemala,"San Jose, Guatemala City, Quirigua, Puerto Barrios","March 14���17, 1912",Met with President Estrada Cabrera and Foreign Minister Toledo Herrarte;addressed the Legislature.,Guatemala,"San Jose, Guatemala City, Quirigua, Puerto Barrios",,sec-3,Philander Chase Knox,63,,,,,,,1,-1.82406E+12,-1.8238E+12,Thu Mar 14 1912 00:00:00 GMT-0400 (EDT),Sun Mar 17 1912 00:00:00 GMT-0400 (EDT),3
Guatemala,"San Jose, Guatemala City, Quirigua, Puerto Barrios","March 14���17, 1912",Met with President Estrada Cabrera and Foreign Minister Toledo Herrarte;addressed the Legislature.,Guatemala,San Jose,,sec-3,Philander Chase Knox,64,13.930382,-90.8341624,Port of San Jose,Guatemala,1,1,,-1.82406E+12,-1.82406E+12,Thu Mar 14 1912 00:00:00 GMT-0400 (EDT),Thu Mar 14 1912 00:00:00 GMT-0400 (EDT),0
Guatemala,"San Jose, Guatemala City, Quirigua, Puerto Barrios","March 14���17, 1912",Met with President Estrada Cabrera and Foreign Minister Toledo Herrarte;addressed the Legislature.,Guatemala,Guatemala City,,sec-3,Philander Chase Knox,65,14.6349149,-90.5068824,Guatemala City,Guatemala,1,1,,-1.82406E+12,-1.82398E+12,Thu Mar 14 1912 00:00:00 GMT-0400 (EDT),Fri Mar 15 1912 00:00:00 GMT-0400 (EDT),1
Guatemala,"San Jose, Guatemala City, Quirigua, Puerto Barrios","March 14���17, 1912",Met with President Estrada Cabrera and Foreign Minister Toledo Herrarte;addressed the Legislature.,Guatemala,Quirigua,,sec-3,Philander Chase Knox,66,15.2689784,-89.0403262,,Guatemala,1,1,,-1.82398E+12,-1.82389E+12,Fri Mar 15 1912 00:00:00 GMT-0400 (EDT),Sat Mar 16 1912 00:00:00 GMT-0400 (EDT),1
Guatemala,"San Jose, Guatemala City, Quirigua, Puerto Barrios","March 14���17, 1912",Met with President Estrada Cabrera and Foreign Minister Toledo Herrarte;addressed the Legislature.,Guatemala,Puerto Barrios,,sec-3,Philander Chase Knox,67,15.695364,-88.5855173,Puerto Barrios,Guatemala,1,1,,-1.82389E+12,-1.8238E+12,Sat Mar 16 1912 00:00:00 GMT-0400 (EDT),Sun Mar 17 1912 00:00:00 GMT-0400 (EDT),1
Venezuela,"La Guaira, Caracas, Porto Cabello","March 22���25, 1912",Met with President Gomez and Foreign Minister Matos; delivered several public addresses.,Venezuela,"La Guaira, Caracas, Porto Cabello",,sec-3,Philander Chase Knox,68,,,,,,,1,-1.82337E+12,-1.82311E+12,Fri Mar 22 1912 00:00:00 GMT-0400 (EDT),Mon Mar 25 1912 00:00:00 GMT-0400 (EDT),3
Venezuela,"La Guaira, Caracas, Porto Cabello","March 22���25, 1912",Met with President Gomez and Foreign Minister Matos; delivered several public addresses.,Venezuela,La Guaira,,sec-3,Philander Chase Knox,69,10.587508,-66.9213628,La Guaira,Venezuela,1,1,,-1.82337E+12,-1.82328E+12,Fri Mar 22 1912 00:00:00 GMT-0400 (EDT),Sat Mar 23 1912 00:00:00 GMT-0400 (EDT),1
Venezuela,"La Guaira, Caracas, Porto Cabello","March 22���25, 1912",Met with President Gomez and Foreign Minister Matos; delivered several public addresses.,Venezuela,Caracas,,sec-3,Philander Chase Knox,70,10.4805937,-66.9036063,Caracas,Venezuela,1,1,,-1.82328E+12,-1.8232E+12,Sat Mar 23 1912 00:00:00 GMT-0400 (EDT),Sun Mar 24 1912 00:00:00 GMT-0400 (EDT),1
Venezuela,"La Guaira, Caracas, Porto Cabello","March 22���25, 1912",Met with President Gomez and Foreign Minister Matos; delivered several public addresses.,Venezuela,Porto Cabello,,sec-3,Philander Chase Knox,71,10.4697685,-68.0298654,Puerto Cabello,Venezuela,1,1,,-1.8232E+12,-1.82311E+12,Sun Mar 24 1912 00:00:00 GMT-0400 (EDT),Mon Mar 25 1912 00:00:00 GMT-0400 (EDT),1
Dominican Republic,Santo Domingo,"March 27���28, 1912",Met with President Victoria.,Dominican Republic,Santo Domingo,,sec-3,Philander Chase Knox,72,18.4860575,-69.9312117,Santo Domingo,Dominican Republic,1,,,-1.82294E+12,-1.82285E+12,Wed Mar 27 1912 00:00:00 GMT-0400 (EDT),Thu Mar 28 1912 00:00:00 GMT-0400 (EDT),1
Denmark,St. Thomas,30-Mar-12,Met with Danish colonial (Virgin Islands) officials.,Denmark,St. Thomas,,sec-3,Philander Chase Knox,73,18.3380965,-64.8940946,,U.S. Virgin Islands,1,,,-1.82268E+12,-1.82259E+12,Sat Mar 30 1912 00:00:00 GMT-0400 (EDT),Sun Mar 31 1912 00:00:00 GMT-0400 (EDT),1
Haiti,Port-au-Prince,"April 3���4, 1912",Met with President Leconte and Foreign Minister Leger.,Haiti,Port-au-Prince,,sec-3,Philander Chase Knox,74,18.594395,-72.3074326,Port-au-Prince,Haiti,1,,,-1.82233E+12,-1.82225E+12,Wed Apr 03 1912 00:00:00 GMT-0400 (EDT),Thu Apr 04 1912 00:00:00 GMT-0400 (EDT),1
Cuba,"Guantanamo, Santiago, Havana","April 5���13, 1912",Met with President Gomez and Secretary of State Sanguily; returned to U.S. April 16.,Cuba,"Guantanamo, Santiago, Havana",,sec-3,Philander Chase Knox,75,,,,,,,1,-1.82216E+12,-1.82147E+12,Fri Apr 05 1912 00:00:00 GMT-0400 (EDT),Sat Apr 13 1912 00:00:00 GMT-0400 (EDT),8
Cuba,"Guantanamo, Santiago, Havana","April 5���13, 1912",Met with President Gomez and Secretary of State Sanguily; returned to U.S. April 16.,Cuba,Guantanamo,,sec-3,Philander Chase Knox,76,20.1400094,-75.2128996,Guantanamo,Cuba,1,1,,-1.82216E+12,-1.82199E+12,Fri Apr 05 1912 00:00:00 GMT-0400 (EDT),Sun Apr 07 1912 00:00:00 GMT-0400 (EDT),2
Cuba,"Guantanamo, Santiago, Havana","April 5���13, 1912",Met with President Gomez and Secretary of State Sanguily; returned to U.S. April 16.,Cuba,Santiago,,sec-3,Philander Chase Knox,77,20.01693,-75.8301537,Santiago de Cuba,Cuba,1,1,,-1.82199E+12,-1.82173E+12,Sun Apr 07 1912 00:00:00 GMT-0400 (EDT),Wed Apr 10 1912 00:00:00 GMT-0400 (EDT),3
Cuba,"Guantanamo, Santiago, Havana","April 5���13, 1912",Met with President Gomez and Secretary of State Sanguily; returned to U.S. April 16.,Cuba,Havana,,sec-3,Philander Chase Knox,78,23.1135925,-82.3665956,Havana,Cuba,1,1,,-1.82173E+12,-1.82147E+12,Wed Apr 10 1912 00:00:00 GMT-0400 (EDT),Sat Apr 13 1912 00:00:00 GMT-0400 (EDT),3
